4.3126190404,2.5992944935,0.236290647,2.5843180206,2.7777409503,8.5943284539,0.2145495744,1.7391020816,7.0384707731
4.7596083459,3.4117836433,1.6510435082,2.4807213069,3.3648496801,7.599917581,1.1985480238,3.2578766397,4.011181431
3.8739073146,3.0768100465,0.6161502947,2.7159138461,1.7440988205,7.9802251876,0.051052459,1.0632659702,4.8410810374
3.9401279524,3.3153582024,1.4267169446,1.7079458208,4.7430391866,10.5956193018,1.0027392255,2.0015146377,5.4072569911
5.4549250434,3.5186901104,1.8474538772,4.1522682823,4.5190833918,9.4328755537,0.9684888417,3.2331207381,5.2809278288
4.3043414606,2.4395636545,0.6380844476,2.035535429,1.6841475769,9.2645426787,0.0719473472,1.2600753872,4.8447694801
4.6271670702,3.4746698004,0.6191413156,1.4391543473,1.9852819841,9.8007140585,0.5025543745,1.3826170997,4.6999981043
4.4450603161,2.7196166741,0.9621117062,1.9767372942,3.4282463974,9.1803762412,0.320316483,1.5843776971,5.3436313546
4.6437222296,2.5955213241,0.4307070021,1.1171645614,2.9258963223,8.6597912387,0.0551452721,1.4977320418,3.9005281501
5.0410460568,2.7443518959,0.6669976492,3.0043046978,3.3779424804,8.890469623,0.2660328557,1.3727147391,5.7548927152
7.3256580628,6.7275610867,2.0189390725,2.7523126915,2.7246806543,8.8624141438,1.2131959867,3.9064812594,5.735528391
1.6141280477,5.1042597514,0.5992011766,3.4242913751,3.5081813888,7.5251029698,0.5053547203,3.7133852276,7.0707446467
4.3871172579,2.3913509341,0.5782640307,2.4583220174,1.9742564681,7.6965531203,0.0926268243,1.0372722736,3.1075129707
4.8920496216,2.4001549961,0.8175456985,2.729913402,1.865379497,8.6410875859,0.036404496,0.7587683815,3.9300356917
4.5195585337,4.6175208955,2.5004934291,2.9875052307,2.3656622879,10.4304037022,1.6282934062,2.8320751336,4.2223447753
4.6354446499,2.3184029918,0.5962101557,3.1499000793,2.1024280922,6.8237159905,0.0577302068,1.4420312634,4.361583487
3.2779215739,3.3023617299,0.8305067889,1.4699533703,2.2726344962,8.8655314193,0.2511694816,2.8654956006,4.8641338043
5.744640334,2.8181383203,1.2003963671,1.5847497288,3.504735915,9.320653637,0.2996370059,1.908680007,4.791287061
4.9748254189,2.8051418478,0.6031892044,2.6123171324,1.2858508096,8.2483108775,0.7638481834,1.2390328709,4.788520729
5.7611954935,3.4864085497,3.1854372033,3.6622838255,5.7945977801,9.5295110931,1.6282934062,1.6858768933,5.823128905
5.0907115352,4.6426753583,0.6350934268,5.258233199,2.4504209425,9.1304998337,0.1337703671,3.3556624506,7.4755512325
4.4202275769,2.6378646699,1.792618495,2.4415225503,1.7385860624,9.0868579772,0.2255355465,1.1301069043,5.0079830694
3.923572793,4.3533990356,1.1993993601,2.2987270801,2.7171006121,6.8829442243,0.8308410726,2.2280311365,4.6999981043
3.6007471834,3.7023176891,0.7796594344,2.9371068295,2.5289777444,9.5482147459,1.153527079,1.3157761656,6.8595813024
4.6354446499,3.38243677,0.4187429187,4.3706613544,2.5668779558,7.9926942894,0.2632325099,1.9408626789,5.5843022405
4.693387708,3.8352171011,3.5513387538,4.8438463441,5.1027466478,10.8200631352,2.1084450138,3.6205505969,5.0743750379
3.7331884591,3.0508171015,0.7776654205,1.8227421792,3.86788885,9.1460862111,0.4297453824,2.6587838229,4.7691564049
3.5345265456,3.3887253857,0.3409763767,4.3818609992,2.2939964336,8.2140208474,0.9126973359,1.7490044422,5.8166741303
4.3622845187,2.6588267223,0.8973062545,2.8867084282,3.2056687921,7.7401949768,0.0762555716,2.039886285,3.6958195806
3.5014162266,2.6361877057,0.6141562808,3.6762833814,1.9170616035,8.5569211484,0.3866631385,2.2441224725,5.5501841456
4.8506617229,3.2977500784,0.8584229834,0.8679724663,2.0397204696,7.902293301,0.2765880055,1.8319367123,2.8760631916
6.3902915531,3.4918586833,0.2392816679,2.3099267248,2.6020217883,8.6597912387,0.2804654074,3.9609442427,3.9162040316
4.6851101283,2.8344887211,0.5682939612,3.3318943061,2.0597042175,7.9334660556,0.0170174863,1.828223327,3.3518722992
4.6271670702,6.1238539786,2.6530354924,2.3995238826,2.4194116787,11.3874072696,2.0041859837,2.3740909555,5.5474178135
3.7414660389,3.4859893087,0.4775663288,2.2679280571,4.3309605242,9.3767645954,0.1675899286,2.5325287252,5.4524404141
4.8341065635,2.7074586838,0.4396800647,2.2679280571,1.7337623992,8.0799780024,0.1462642179,2.6067964298,5.3491640187
4.5526688526,3.4616733279,1.003985998,1.1619631404,3.1209101375,9.5139247158,0.3444425395,2.1314831206,5.1767293227
5.065878796,2.8554507735,1.6869357584,3.1443002569,3.5674435376,8.8873523476,0.8525976057,1.5274391236,4.4657819932
1.2333593801,3.506951361,0.8015935873,1.156363318,2.9651747232,8.373001896,0.2608629865,2.0176059736,5.5501841456
4.6188894904,2.9581648301,0.72881208,1.8395416463,1.2031594392,8.9559324078,0.4635649438,2.463212201,4.4528724438
4.0311813295,3.6281120237,0.8125606638,1.8843402252,4.0580790019,8.8967041739,0.3166544923,1.9866610967,5.4063348805
4.9003272013,3.4465806502,0.4516441481,2.4639218398,4.5307980026,7.4534056342,0.5137557579,2.0695933668,4.2721387517
